Sequence,Location,Element Length,Strand,LTR-similarity,5'LTR_pos,5'LTR_length,3'LTR_pos,3'LTR_length,TSR,Sharpness,PPT
monomorium_pharaonis_NC_050467.1:36550230-36571345,2715:14567, 11853,+,0.995,2715:2914,200,14368:14567,200,NOTFOUND,0.457/0.414,14353:14367
monomorium_pharaonis_NC_050467.1:36657895-36679007,na,na,na,na,na,na,na,na,na,na,na
monomorium_pharaonis_NC_050467.1:7386574-7408601,na,na,na,na,na,na,na,na,na,na,na
monomorium_pharaonis_NC_050467.1:7876929-7898899,780:17372, 16593,+,0.998,780:3392,2613,14759:17372,2614,776:779/17373:17376,0.6/0.514,14674:14688
monomorium_pharaonis_NC_050468.1:26162733-26184796,na,na,na,na,na,na,na,na,na,na,na
monomorium_pharaonis_NC_050468.1:28958273-28980300,na,na,na,na,na,na,na,na,na,na,na
monomorium_pharaonis_NC_050469.1:16869508-16891634,na,na,na,na,na,na,na,na,na,na,na
monomorium_pharaonis_NC_050470.1:13413982-13436045,na,na,na,na,na,na,na,na,na,na,na
monomorium_pharaonis_NC_050470.1:19355462-19377432,na,na,na,na,na,na,na,na,na,na,na
monomorium_pharaonis_NC_050470.1:19558027-19579997,614:17493, 16880,+,1,614:3392,2779,14715:17493,2779,610:613/17494:17497,0.6/0.514,14630:14644
monomorium_pharaonis_NC_050471.1:15703300-15725363,na,na,na,na,na,na,na,na,na,na,na
monomorium_pharaonis_NC_050471.1:17680608-17701567,6278:18425, 12148,-,0.989,6278:7397,1120,17310:18425,1116,6274:6277/18426:18429,0.557/0.543,7398:7412
monomorium_pharaonis_NC_050471.1:21890839-21912701,na,na,na,na,na,na,na,na,na,na,na
monomorium_pharaonis_NC_050472.1:14263688-14284803,na,na,na,na,na,na,na,na,na,na,na
monomorium_pharaonis_NC_050472.1:14264957-14285448,na,na,na,na,na,na,na,na,na,na,na
monomorium_pharaonis_NC_050473.1:23068164-23090287,19630:22027, 2398,-,0.856,19630:19852,223,21792:22027,236,19626:19629/22028:22031,0.443/1,19908:19922
monomorium_pharaonis_NC_050473.1:23069442-23089954,18352:20509, 2158,-,0.874,18352:18823,472,20038:20509,472,18348:18351/20510:20513,0.443/1,18879:18893
monomorium_pharaonis_NC_050473.1:23069442-23089954,18352:20509, 2158,-,0.885,18352:18574,223,20276:20509,234,18348:18351/20510:20513,0.457/1,18630:18644
monomorium_pharaonis_NC_050474.1:14832849-14853358,na,na,na,na,na,na,na,na,na,na,na
monomorium_pharaonis_NC_050475.1:9448937-9470895,na,na,na,na,na,na,na,na,na,na,na
monomorium_pharaonis_NC_050475.1:9476740-9498551,na,na,na,na,na,na,na,na,na,na,na
monomorium_pharaonis_NC_050476.1:9341906-9362439,na,na,na,na,na,na,na,na,na,na,na
monomorium_pharaonis_NW_023415500.1:1-15000,na,na,na,na,na,na,na,na,na,na,na
monomorium_pharaonis_NW_023415506.1:5220-27229,na,na,na,na,na,na,na,na,na,na,na
monomorium_pharaonis_NW_023415506.1:6462-26947,na,na,na,na,na,na,na,na,na,na,na
monomorium_pharaonis_NW_023415643.1:63505-84437,na,na,na,na,na,na,na,na,na,na,na
monomorium_pharaonis_NW_023415798.1:21424-43316,na,na,na,na,na,na,na,na,na,na,na
monomorium_pharaonis_NW_023415798.1:30504-52396,na,na,na,na,na,na,na,na,na,na,na
monomorium_pharaonis_NW_023415798.1:45056-65665,na,na,na,na,na,na,na,na,na,na,na
monomorium_pharaonis_NW_023415798.1:46337-65665,na,na,na,na,na,na,na,na,na,na,na
monomorium_pharaonis_NW_023415798.1:1-20727,na,na,na,na,na,na,na,na,na,na,na
monomorium_pharaonis_NW_023415829.1:26074-48044,na,na,na,na,na,na,na,na,na,na,na
monomorium_pharaonis_NW_023415829.1:35357-56442,na,na,na,na,na,na,na,na,na,na,na
monomorium_pharaonis_NW_023415834.1:44008-66134,na,na,na,na,na,na,na,na,na,na,na
monomorium_pharaonis_NW_023415840.1:1-12661,na,na,na,na,na,na,na,na,na,na,na
monomorium_pharaonis_NW_023415910.1:1-16946,na,na,na,na,na,na,na,na,na,na,na
myzus_persicae_NW_019100660.1:666-22465,na,na,na,na,na,na,na,na,na,na,na
myzus_persicae_NW_019100944.1:9246-21278,na,na,na,na,na,na,na,na,na,na,na
myzus_persicae_NW_019101187.1:48-16671,na,na,na,na,na,na,na,na,na,na,na
myzus_persicae_NW_019103858.1:110915-132858,na,na,na,na,na,na,na,na,na,na,na
nasonia_vitripennis_NC_045757.1:5910918-5932150,na,na,na,na,na,na,na,na,na,na,na
nasonia_vitripennis_NW_022279588.1:2525574-2546731,na,na,na,na,na,na,na,na,na,na,na
nasonia_vitripennis_NW_022279591.1:4011282-4032484,na,na,na,na,na,na,na,na,na,na,na
nasonia_vitripennis_NW_022279591.1:4998683-5019855,na,na,na,na,na,na,na,na,na,na,na
nasonia_vitripennis_NW_022279599.1:38911-60110,na,na,na,na,na,na,na,na,na,na,na
nasonia_vitripennis_NW_022279601.1:324881-346035,1222:12259, 11038,+,0.977,1222:1614,393,11862:12259,398,1218:1221/12260:12263,0.5/0.529,11774:11788
nasonia_vitripennis_NW_022279605.1:1071613-1092812,na,na,na,na,na,na,na,na,na,na,na
nasonia_vitripennis_NW_022279605.1:284908-306113,na,na,na,na,na,na,na,na,na,na,na
nasonia_vitripennis_NC_045758.1:18185757-18206944,na,na,na,na,na,na,na,na,na,na,na
nasonia_vitripennis_NW_022279608.1:2229318-2250487,na,na,na,na,na,na,na,na,na,na,na
nasonia_vitripennis_NW_022279608.1:223060-244319,na,na,na,na,na,na,na,na,na,na,na
nasonia_vitripennis_NW_022279608.1:3186817-3208064,na,na,na,na,na,na,na,na,na,na,na
nasonia_vitripennis_NW_022279610.1:2091634-2112887,na,na,na,na,na,na,na,na,na,na,na
nasonia_vitripennis_NW_022279610.1:2292842-2314008,na,na,na,na,na,na,na,na,na,na,na
nasonia_vitripennis_NW_022279613.1:423011-444411,na,na,na,na,na,na,na,na,na,na,na
nasonia_vitripennis_NC_045759.1:11224929-11246071,na,na,na,na,na,na,na,na,na,na,na
nasonia_vitripennis_NW_022279625.1:812064-833230,na,na,na,na,na,na,na,na,na,na,na
nasonia_vitripennis_NW_022279625.1:1-19981,na,na,na,na,na,na,na,na,na,na,na
nasonia_vitripennis_NW_022279626.1:3104615-3125766,na,na,na,na,na,na,na,na,na,na,na
nasonia_vitripennis_NW_022279630.1:550931-572202,9012:20307, 11296,-,0.966,9012:9409,398,19898:20307,410,9008:9011/20308:20311,0.5/0.486,9483:9497
nasonia_vitripennis_NC_045760.1:29070475-29091716,376:13572, 13197,+,0.999,376:2372,1997,11576:13572,1997,372:375/13573:13576,0.571/0.514,11499:11513
nasonia_vitripennis_NW_022279636.1:85436-106701,na,na,na,na,na,na,na,na,na,na,na
nasonia_vitripennis_NW_022279638.1:2080894-2102117,na,na,na,na,na,na,na,na,na,na,na
nasonia_vitripennis_NW_022279639.1:1954181-1975446,9011:20247, 11237,-,0.977,9011:9408,398,19850:20247,398,9007:9010/20248:20251,0.5/0.414,9482:9496
nasonia_vitripennis_NW_022279643.1:2955304-2976500,na,na,na,na,na,na,na,na,na,na,na
nasonia_vitripennis_NW_022279643.1:644771-665886,na,na,na,na,na,na,na,na,na,na,na
nasonia_vitripennis_NW_022279643.1:957368-978582,na,na,na,na,na,na,na,na,na,na,na
nasonia_vitripennis_NW_022279644.1:348229-369371,na,na,na,na,na,na,na,na,na,na,na
nasonia_vitripennis_NW_022279652.1:1046253-1067518,na,na,na,na,na,na,na,na,na,na,na
nasonia_vitripennis_NW_022279655.1:658175-679284,na,na,na,na,na,na,na,na,na,na,na
nasonia_vitripennis_NW_022279660.1:196426-217619,na,na,na,na,na,na,na,na,na,na,na
nasonia_vitripennis_NW_022279661.1:166949-188196,299:13097, 12799,-,0.996,299:1863,1565,11535:13097,1563,295:298/13098:13101,0.486/0.529,1936:1950
nasonia_vitripennis_NW_022279665.1:97411-118616,1347:17210, 15864,-,0.985,1347:2684,1338,15885:17210,1326,1343:1346/17211:17214,0.514/0.529,2691:2705
nasonia_vitripennis_NW_022279665.1:97411-118616,1347:20323, 18977,-,0.985,1347:2684,1338,18998:20323,1326,1343:1346/20324:20327,0.514/0.529,2691:2705
nasonia_vitripennis_NW_022279684.1:43770-65017,4024:17917, 13894,+,0.976,4024:5390,1367,16540:17917,1378,4020:4023/17918:17921,0.514/0.543,16519:16533
nasonia_vitripennis_NW_022279685.1:79223-100410,na,na,na,na,na,na,na,na,na,na,na
nasonia_vitripennis_NW_022279846.1:17935-37341,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639451.1:8350559-8372469,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639451.1:8359666-8381474,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639451.1:8378952-8400862,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639453.1:3400998-3422761,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639482.1:1116541-1137257,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639482.1:1-13882,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639498.1:1995746-2017302,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639505.1:295997-316533,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639507.1:840316-862202,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639518.1:9880-31799,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639518.1:1-18356,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639536.1:1466609-1487139,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639555.1:52774-74339,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639555.1:739702-760982,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639561.1:1184553-1206145,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639561.1:172762-194675,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639561.1:32801-54618,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639566.1:404389-424883,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639595.1:1-14665,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639618.1:49485-70249,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639618.1:749319-771229,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639620.1:602546-624438,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639620.1:619913-641733,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639624.1:664321-685964,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639624.1:673821-695731,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639624.1:728147-747103,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639642.1:93943-115655,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639654.1:551466-569495,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639661.1:277997-298596,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639662.1:186094-207791,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639669.1:72066-92686,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639673.1:378199-398798,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639675.1:439560-461110,9539:11473, 1935,-,0.986,9539:9817,279,11195:11473,279,9535:9538/11474:11477,0.529/0.529,9853:9867
odontomachus_brunneus_NW_022639676.1:72725-94497,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639695.1:289284-311281,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639696.1:178607-200424,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639701.1:369387-391306,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639702.1:360525-382423,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639713.1:1741-33828,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639713.1:35740-287791,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639717.1:288413-14722,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639725.1:16613-182950,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639725.1:183848-183046,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639725.1:184811-250824,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639727.1:252541-15215,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639758.1:16980-67016,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639758.1:68733-2,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639771.1:534-183913,53074:65283, 12210,+,0.944,53074:53538,465,64821:65283,463,NOTFOUND,0.529/0.414,64806:64820
odontomachus_brunneus_NW_022639771.1:534-183913,53823:65709, 11887,+,0.902,53823:54514,692,65063:65709,647,NOTFOUND,0.429/0.557,64979:64993
odontomachus_brunneus_NW_022639771.1:534-183913,115581:121632, 6052,-,0.971,115581:115857,277,121356:121632,277,115577:115580/121633:121636,0.5/0.529,115858:115872
odontomachus_brunneus_NW_022639775.1:185636-22415,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639775.1:24330-159548,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639779.1:160044-184894,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639779.1:186806-11877,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639783.1:13564-131780,60284:71448, 11165,-,0.963,60284:60770,487,70963:71448,486,60280:60283/71449:71452,0.471/0.514,60838:60852
odontomachus_brunneus_NW_022639788.1:133392-140052,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639788.1:141664-42016,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639792.1:43928-101282,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639800.1:102894-50767,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639800.1:52688-50088,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639821.1:51853-84182,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639833.1:86094-30544,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639838.1:32456-6056,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639839.1:7956-41960,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639840.1:43860-30424,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639844.1:31964-9102,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639844.1:11023-68247,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639854.1:68833-14255,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639865.1:15822-25862,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639904.1:27774-707,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639904.1:2628-39030,na,na,na,na,na,na,na,na,na,na,na
odontomachus_brunneus_NW_022639906.1:40942-22823,na,na,na,na,na,na,na,na,na,na,na
ooceraea_biroi_NC_039506.1:11348881-11370119,na,na,na,na,na,na,na,na,na,na,na
ooceraea_biroi_NC_039506.1:11827169-11848896,na,na,na,na,na,na,na,na,na,na,na
ooceraea_biroi_NC_039506.1:11837949-11859034,na,na,na,na,na,na,na,na,na,na,na
ooceraea_biroi_NC_039507.1:11447594-11469066,na,na,na,na,na,na,na,na,na,na,na
ooceraea_biroi_NC_039507.1:12274875-12296350,na,na,na,na,na,na,na,na,na,na,na
ooceraea_biroi_NC_039508.1:8291222-8312682,na,na,na,na,na,na,na,na,na,na,na
ooceraea_biroi_NC_039508.1:9269104-9289988,na,na,na,na,na,na,na,na,na,na,na
ooceraea_biroi_NC_039509.1:7582967-7604154,na,na,na,na,na,na,na,na,na,na,na
ooceraea_biroi_NC_039509.1:8557547-8578365,na,na,na,na,na,na,na,na,na,na,na
ooceraea_biroi_NC_039510.1:7834312-7855610,na,na,na,na,na,na,na,na,na,na,na
ooceraea_biroi_NC_039510.1:7940589-7961587,na,na,na,na,na,na,na,na,na,na,na
ooceraea_biroi_NC_039511.1:163901-184929,na,na,na,na,na,na,na,na,na,na,na
ooceraea_biroi_NC_039511.1:164228-185685,na,na,na,na,na,na,na,na,na,na,na
ooceraea_biroi_NC_039511.1:31217-53061,na,na,na,na,na,na,na,na,na,na,na
ooceraea_biroi_NC_039512.1:13381039-13402265,na,na,na,na,na,na,na,na,na,na,na
ooceraea_biroi_NC_039513.1:2268289-2290133,7808:19391, 11584,-,0.998,7808:9761,1954,17440:19391,1952,NOTFOUND,0.529/0.429,9845:9859
ooceraea_biroi_NC_039513.1:671496-693340,na,na,na,na,na,na,na,na,na,na,na
ooceraea_biroi_NC_039514.1:5269297-5290325,na,na,na,na,na,na,na,na,na,na,na
ooceraea_biroi_NC_039514.1:5378634-5400040,na,na,na,na,na,na,na,na,na,na,na
ooceraea_biroi_NC_039514.1:5395961-5417367,na,na,na,na,na,na,na,na,na,na,na
ooceraea_biroi_NC_039515.1:798936-820069,na,na,na,na,na,na,na,na,na,na,na
ooceraea_biroi_NC_039515.1:9499359-9521203,na,na,na,na,na,na,na,na,na,na,na
ooceraea_biroi_NC_039515.1:9641391-9662161,na,na,na,na,na,na,na,na,na,na,na
ooceraea_biroi_NC_039515.1:9649975-9671333,na,na,na,na,na,na,na,na,na,na,na
ooceraea_biroi_NC_039517.1:12981705-13003237,na,na,na,na,na,na,na,na,na,na,na
ooceraea_biroi_NC_039519.1:1822259-1843491,na,na,na,na,na,na,na,na,na,na,na
ooceraea_biroi_NW_020825074.1:18532-39013,na,na,na,na,na,na,na,na,na,na,na
ooceraea_biroi_NW_020825074.1:1-21728,na,na,na,na,na,na,na,na,na,na,na
ooceraea_biroi_NW_020825076.1:1-11943,na,na,na,na,na,na,na,na,na,na,na
ooceraea_biroi_NW_020825080.1:11149-32336,2028:12474, 10447,+,0.984,2028:2843,816,11658:12474,817,NOTFOUND,0.5/0.443,11560:11574
ooceraea_biroi_NW_020825080.1:21776-40906,8:12912, 12905,+,0.987,8:1864,1857,11058:12912,1855,3:7/12913:12917,1/0.443,10984:10998
ooceraea_biroi_NW_020825081.1:1-16336,na,na,na,na,na,na,na,na,na,na,na
ooceraea_biroi_NW_020825092.1:1-12461,na,na,na,na,na,na,na,na,na,na,na
ooceraea_biroi_NW_020825094.1:1-21228,na,na,na,na,na,na,na,na,na,na,na
ooceraea_biroi_NW_020825107.1:1-13575,na,na,na,na,na,na,na,na,na,na,na
ooceraea_biroi_NW_020825120.1:12135-33163,na,na,na,na,na,na,na,na,na,na,na
ooceraea_biroi_NW_020825123.1:1-15191,na,na,na,na,na,na,na,na,na,na,na
ooceraea_biroi_NW_020825123.1:1-19088,na,na,na,na,na,na,na,na,na,na,na
ooceraea_biroi_NW_020825124.1:384-21412,na,na,na,na,na,na,na,na,na,na,na
ooceraea_biroi_NW_020825129.1:1-17597,na,na,na,na,na,na,na,na,na,na,na
ooceraea_biroi_NW_020825138.1:1-15075,na,na,na,na,na,na,na,na,na,na,na
ooceraea_biroi_NW_020825140.1:182-14448,na,na,na,na,na,na,na,na,na,na,na
ooceraea_biroi_NW_020825141.1:1750-203,na,na,na,na,na,na,na,na,na,na,na
ooceraea_biroi_NW_020825148.1:1380-2952,na,na,na,na,na,na,na,na,na,na,na
ooceraea_biroi_NW_020825153.1:5023-3182,na,na,na,na,na,na,na,na,na,na,na
ooceraea_biroi_NW_020825155.1:4269-15506,na,na,na,na,na,na,na,na,na,na,na
ooceraea_biroi_NW_020825157.1:22264-10675,na,na,na,na,na,na,na,na,na,na,na
ooceraea_biroi_NW_020825161.1:12521-4148,na,na,na,na,na,na,na,na,na,na,na
ooceraea_biroi_NW_020825168.1:5178-7573,na,na,na,na,na,na,na,na,na,na,na
ooceraea_biroi_NW_020825168.1:9350-5603,na,na,na,na,na,na,na,na,na,na,na
ooceraea_biroi_NW_020825180.1:6804-6098,na,na,na,na,na,na,na,na,na,na,na
ooceraea_biroi_NW_020825180.1:7560-4815,na,na,na,na,na,na,na,na,na,na,na
ooceraea_biroi_NW_020825190.1:5845-5010,na,na,na,na,na,na,na,na,na,na,na
ooceraea_biroi_NW_020825190.1:6010-2754,na,na,na,na,na,na,na,na,na,na,na
osmia_lignaria_NW_023009253.1:8479733-8500455,na,na,na,na,na,na,na,na,na,na,na
osmia_lignaria_NW_023009276.1:422649-443371,na,na,na,na,na,na,na,na,na,na,na
osmia_lignaria_NW_023009287.1:448580-469302,na,na,na,na,na,na,na,na,na,na,na
osmia_lignaria_NW_023009290.1:450903-471625,na,na,na,na,na,na,na,na,na,na,na
osmia_lignaria_NW_023009291.1:1-12676,na,na,na,na,na,na,na,na,na,na,na
osmia_lignaria_NW_023009291.1:400425-421081,na,na,na,na,na,na,na,na,na,na,na
osmia_lignaria_NW_023009298.1:209391-230113,na,na,na,na,na,na,na,na,na,na,na
osmia_lignaria_NW_023009300.1:20015-40767,na,na,na,na,na,na,na,na,na,na,na
osmia_lignaria_NW_023009301.1:47531-68253,na,na,na,na,na,na,na,na,na,na,na
osmia_lignaria_NW_023009302.1:121618-142340,4359:18601, 14243,-,0.995,4359:5215,857,17745:18601,857,4355:4358/18602:18605,0.529/0.5,5282:5296
osmia_lignaria_NW_023009307.1:171517-192239,13433:19978, 6546,+,1,13433:13903,471,19508:19978,471,13428:13432/19979:19983,0.457/0.529,19493:19507
osmia_lignaria_NW_023009314.1:117871-138593,na,na,na,na,na,na,na,na,na,na,na
osmia_lignaria_NW_023009314.1:1-10897,na,na,na,na,na,na,na,na,na,na,na
osmia_lignaria_NW_023009315.1:65095-85817,na,na,na,na,na,na,na,na,na,na,na
osmia_lignaria_NW_023009328.1:1-13133,na,na,na,na,na,na,na,na,na,na,na
osmia_lignaria_NW_023009330.1:3995-24693,na,na,na,na,na,na,na,na,na,na,na
osmia_lignaria_NW_023009332.1:92768-113520,na,na,na,na,na,na,na,na,na,na,na
osmia_lignaria_NW_023009350.1:51488-72210,na,na,na,na,na,na,na,na,na,na,na
osmia_lignaria_NW_023009381.1:1-11405,na,na,na,na,na,na,na,na,na,na,na
photinus_pyralis_NW_022170249.1:4480665-4502395,na,na,na,na,na,na,na,na,na,na,na
rhopalosiphum_maidis_NC_040877.1:46824282-46846234,8927:17681, 8755,-,1,8927:9523,597,17085:17681,597,8923:8926/17682:17685,0.443/0.5,9528:9542
rhopalosiphum_maidis_NC_040877.1:46844280-46866241,9041:19215, 10175,-,0.938,9041:9554,514,18672:19215,544,NOTFOUND,0.571/0.529,9559:9573
rhopalosiphum_maidis_NC_040877.1:47840604-47862373,8617:18487, 9871,-,0.999,8617:9474,858,17630:18487,858,8613:8616/18488:18491,0.529/0.486,9479:9493
rhopalosiphum_maidis_NC_040877.1:92857576-92879288,224:4353, 4130,-,0.994,224:404,181,4173:4353,181,218:223/4354:4359,0.486/0.486,422:436
rhopalosiphum_maidis_NC_040877.1:92857576-92879288,224:5441, 5218,-,0.994,224:404,181,5261:5441,181,218:223/5442:5447,0.486/0.486,422:436
rhopalosiphum_maidis_NC_040877.1:92880502-92902454,25:21937, 21913,-,0.752,25:1408,1384,20460:21937,1478,20:24/21938:21942,1/1,1464:1478
rhopalosiphum_maidis_NC_040877.1:92880502-92902454,25:21937, 21913,-,0.714,25:1447,1423,20381:21937,1557,20:24/21938:21942,1/1,1464:1478
rhopalosiphum_maidis_NC_040877.1:92880502-92902454,25:21937, 21913,-,0.736,25:1408,1384,20341:21937,1597,20:24/21938:21942,1/1,1464:1478
rhopalosiphum_maidis_NC_040877.1:92880502-92902454,25:21937, 21913,-,0.794,25:1664,1640,20167:21937,1771,20:24/21938:21942,1/1,1681:1695
rhopalosiphum_maidis_NC_040877.1:92880502-92902454,40:21855, 21816,-,0.726,40:1444,1405,20220:21855,1636,36:39/21856:21859,1/1,1464:1478
rhopalosiphum_maidis_NC_040877.1:92880502-92902454,40:21875, 21836,-,0.717,40:1444,1405,20220:21875,1656,36:39/21876:21879,1/1,1464:1478
rhopalosiphum_maidis_NC_040877.1:92880502-92902454,40:21914, 21875,-,0.728,40:1463,1424,20278:21914,1637,36:39/21915:21918,1/1,1464:1478
rhopalosiphum_maidis_NC_040877.1:92880502-92902454,45:21858, 21814,-,0.744,45:1447,1403,20283:21858,1576,39:44/21859:21864,1/1,1464:1478
rhopalosiphum_maidis_NC_040877.1:92880502-92902454,45:21878, 21834,-,0.831,45:1644,1600,20186:21878,1693,39:44/21879:21884,1/1,1681:1695
rhopalosiphum_maidis_NC_040877.1:92880502-92902454,45:21878, 21834,-,0.821,45:1626,1582,20186:21878,1693,39:44/21879:21884,1/1,1681:1695
rhopalosiphum_maidis_NC_040877.1:92880502-92902454,45:21878, 21834,-,0.809,45:1605,1561,20186:21878,1693,39:44/21879:21884,1/1,1681:1695
rhopalosiphum_maidis_NC_040877.1:92880502-92902454,45:21878, 21834,-,0.735,45:1447,1403,20283:21878,1596,39:44/21879:21884,1/1,1464:1478
rhopalosiphum_maidis_NC_040877.1:92880502-92902454,64:21937, 21874,-,0.745,64:1408,1345,20480:21937,1458,59:63/21938:21942,1/1,1464:1478
rhopalosiphum_maidis_NC_040877.1:92880502-92902454,64:21937, 21874,-,0.72,64:1447,1384,20401:21937,1537,59:63/21938:21942,1/1,1464:1478
rhopalosiphum_maidis_NC_040877.1:92880502-92902454,64:21937, 21874,-,0.741,64:1408,1345,20381:21937,1557,59:63/21938:21942,1/1,1464:1478
rhopalosiphum_maidis_NC_040877.1:92880502-92902454,79:21855, 21777,-,0.758,79:1444,1366,20416:21855,1440,75:78/21856:21859,1/1,1464:1478
rhopalosiphum_maidis_NC_040877.1:92880502-92902454,79:21875, 21797,-,0.747,79:1444,1366,20416:21875,1460,75:78/21876:21879,1/1,1464:1478
rhopalosiphum_maidis_NC_040877.1:92880502-92902454,79:21914, 21836,-,0.738,79:1463,1385,20416:21914,1499,75:78/21915:21918,1/1,1464:1478
rhopalosiphum_maidis_NC_040877.1:92880502-92902454,103:21917, 21815,-,0.719,103:1427,1325,20460:21917,1458,97:102/21918:21923,1/1,1464:1478
rhopalosiphum_maidis_NC_040877.1:92880502-92902454,3236:13033, 9798,+,0.992,3236:3832,597,12437:13033,597,3232:3235/13034:13037,0.457/0.543,12418:12432
rhopalosiphum_maidis_NC_040877.1:94098479-94120431,3237:13033, 9797,+,0.997,3237:3832,596,12437:13033,597,3233:3236/13034:13037,0.486/0.543,12418:12432
rhopalosiphum_maidis_NC_040877.1:94098479-94120431,14195:21901, 7707,+,0.71,14195:16286,2092,19512:21901,2390,14189:14194/21902:21907,0.429/1,19460:19474
rhopalosiphum_maidis_NC_040877.1:94098479-94120431,14195:21921, 7727,+,0.704,14195:16286,2092,19512:21921,2410,14189:14194/21922:21927,0.429/1,19460:19474
rhopalosiphum_maidis_NC_040878.1:35055120-35076742,2367:12643, 10277,+,1,2367:2950,584,12060:12643,584,2363:2366/12644:12647,0.471/0.529,12041:12055
