Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#3417 - >seq7416	superfamily	407758	26	75	1.54889e-18	74.8642	cl39372	HTH_48 superfamily	 - 	 - 
Q#3417 - >seq7416	superfamily	419669	63	114	4.06995e-05	39974	cl21459	HTH superfamily	C	 - 
Q#3417 - >seq7416	superfamily	411180	60	189	0.000676021	39.1607	cl41314	transpos_IS630 superfamily	C	 - 
Q#3419 - >seq7418	superfamily	407758	12	61	9.1015e-16	64849	cl39372	HTH_48 superfamily	 - 	 - 
Q#3420 - >seq7419	superfamily	419726	3	55	7.04742e-18	72716	cl21549	rve superfamily	N	 - 
Q#3420 - >seq7419	superfamily	419726	43	119	0.0035615	35.3093	cl21549	rve superfamily	N	 - 
Q#3430 - >seq7429	superfamily	413489	1	67	1.7009e-22	86.8805	cl02808	RT_like superfamily	N	 - 
Q#3431 - >seq7430	superfamily	417494	11	120	4.22417e-56	169981	cl14782	RNase_H_like superfamily	 - 	 - 
Q#3432 - >seq7431	superfamily	411202	375	560	2.87979e-19	88.4167	cl41329	transpos_IS481 superfamily	N	 - 
Q#3432 - >seq7431	superfamily	407771	334	391	3.60438e-18	78.4578	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3435 - >seq7434	superfamily	395449	18	131	3.42727e-14	66.2301	cl26991	TUDOR superfamily	 - 	 - 
Q#3441 - >seq7440	superfamily	411418	170	460	1.14563e-10	63.8704	cl41472	ser_rich_anae_1 superfamily	NC	 - 
Q#3442 - >seq7441	superfamily	185268	88	345	5.68308e-07	51.2362	cl33128	PRK15370 superfamily	NC	 - 
Q#3446 - >seq7445	superfamily	413489	1	67	1.7009e-22	86.8805	cl02808	RT_like superfamily	N	 - 
Q#3447 - >seq7446	superfamily	417494	11	120	4.22417e-56	169981	cl14782	RNase_H_like superfamily	 - 	 - 
Q#3448 - >seq7447	superfamily	411202	375	560	2.87979e-19	88.4167	cl41329	transpos_IS481 superfamily	N	 - 
Q#3448 - >seq7447	superfamily	407771	334	391	3.60438e-18	78.4578	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3451 - >seq7450	superfamily	395449	18	131	3.42727e-14	66.2301	cl26991	TUDOR superfamily	 - 	 - 
Q#3457 - >seq7456	superfamily	237855	74	105	0.00329419	35.3528	cl36437	valS superfamily	C	 - 
Q#3462 - >seq7461	superfamily	419726	161	240	1.03086e-28	103917	cl21549	rve superfamily	 - 	 - 
Q#3462 - >seq7461	superfamily	407758	8	57	5.82283e-11	56.3746	cl39372	HTH_48 superfamily	 - 	 - 
Q#3462 - >seq7461	superfamily	419669	45	107	0.000794963	37.2776	cl21459	HTH superfamily	 - 	 - 
Q#3465 - >seq7464	superfamily	419726	2	53	2.42376e-18	74.2568	cl21549	rve superfamily	N	 - 
Q#3465 - >seq7464	superfamily	411180	26	125	1.37392e-06	46.4795	cl41314	transpos_IS630 superfamily	N	 - 
Q#3469 - >seq7468	superfamily	413489	21	120	1.11505e-33	116622	cl02808	RT_like superfamily	C	 - 
Q#3487 - >seq7486	superfamily	412407	49	159	3.20891e-14	67.0005	cl00490	EEP superfamily	 - 	 - 
Q#3500 - >seq7499	superfamily	418427	25	55	4.98098e-07	46.97	cl17169	RRM_SF superfamily	N	 - 
Q#3509 - >seq7508	superfamily	413489	400	580	1.26868e-81	257909	cl02808	RT_like superfamily	 - 	 - 
Q#3509 - >seq7508	superfamily	407769	643	741	4.24733e-45	156496	cl39038	RT_RNaseH_2 superfamily	 - 	 - 
Q#3509 - >seq7508	superfamily	416259	75	161	2.74001e-05	43094	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#3510 - >seq7509	superfamily	407771	208	262	5.10998e-16	71.5242	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3510 - >seq7509	superfamily	419726	280	377	1.57803e-10	57.3356	cl21549	rve superfamily	 - 	 - 
Q#3514 - >seq7513	superfamily	417494	161	280	1.05259e-57	193093	cl14782	RNase_H_like superfamily	 - 	 - 
Q#3514 - >seq7513	superfamily	413489	1	67	9.75572e-22	93.0437	cl02808	RT_like superfamily	N	 - 
Q#3514 - >seq7513	superfamily	407771	521	578	5.37271e-16	72.6798	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3514 - >seq7513	superfamily	411202	576	703	7.95267e-10	60.6824	cl41329	transpos_IS481 superfamily	N	 - 
Q#3521 - >seq7520	superfamily	179699	34	99	0.00291909	39.8155	cl32052	PRK03992 superfamily	C	 - 
Q#3522 - >seq7521	superfamily	413489	314	495	1.93878e-79	258679	cl02808	RT_like superfamily	 - 	 - 
Q#3522 - >seq7521	superfamily	417494	589	708	9.2425e-58	194634	cl14782	RNase_H_like superfamily	 - 	 - 
Q#3522 - >seq7521	superfamily	407771	944	1001	3.4828e-18	79.6134	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3522 - >seq7521	superfamily	411202	1000	1136	4.59303e-11	65.3047	cl41329	transpos_IS481 superfamily	N	 - 
Q#3522 - >seq7521	superfamily	416259	20	101	0.000355556	40.7828	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#3534 - >seq7533	superfamily	407771	370	427	7.54214e-18	77.3022	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3534 - >seq7533	superfamily	417494	2	35	4.88506e-13	65.9769	cl14782	RNase_H_like superfamily	N	 - 
Q#3534 - >seq7533	superfamily	411202	425	566	3.15203e-12	67.2307	cl41329	transpos_IS481 superfamily	N	 - 
Q#3537 - >seq7536	superfamily	395449	3	46	0.000534787	36.9549	cl26991	TUDOR superfamily	N	 - 
Q#3541 - >seq7540	superfamily	407771	370	427	1.0241e-17	77.3022	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3541 - >seq7540	superfamily	411202	425	596	2.49217e-15	76.8607	cl41329	transpos_IS481 superfamily	N	 - 
Q#3541 - >seq7540	superfamily	417494	2	35	7.25827e-13	65.5917	cl14782	RNase_H_like superfamily	N	 - 
Q#3543 - >seq7542	superfamily	395449	46	162	1.26499e-08	51.5925	cl26991	TUDOR superfamily	 - 	 - 
Q#3544 - >seq7543	superfamily	395449	23	132	5.25348e-08	49.6665	cl26991	TUDOR superfamily	 - 	 - 
Q#3558 - >seq7557	superfamily	366677	1	61	4.40339e-05	39.1426	cl09264	HTH_Tnp_Tc3_2 superfamily	 - 	 - 
Q#3558 - >seq7557	superfamily	411180	15	132	0.00179088	36.8495	cl41314	transpos_IS630 superfamily	NC	 - 
Q#3562 - >seq7561	superfamily	407771	251	305	9.0942e-15	68.8278	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3562 - >seq7561	superfamily	419726	324	420	1.54642e-07	49.6317	cl21549	rve superfamily	 - 	 - 
Q#3582 - >seq7581	superfamily	173561	16	85	2.31987e-11	57.8944	cl31762	PTZ00368 superfamily	NC	 - 
Q#3583 - >seq7582	superfamily	416259	35	128	5.15099e-09	52.3388	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#3584 - >seq7583	superfamily	413489	182	257	7.17069e-19	81.1025	cl02808	RT_like superfamily	C	 - 
Q#3585 - >seq7584	superfamily	411202	28	169	1.79069e-17	81.8683	cl41329	transpos_IS481 superfamily	N	 - 
Q#3585 - >seq7584	superfamily	407771	2	24	0.00280013	35.7006	cl39036	Integrase_H2C2 superfamily	N	 - 
Q#3592 - >seq7591	superfamily	416259	47	140	0.000199837	38.7645	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#3593 - >seq7592	superfamily	413489	59	117	4.66091e-24	90.3473	cl02808	RT_like superfamily	C	 - 
Q#3594 - >seq7593	superfamily	413489	3	78	2.60251e-27	98.4365	cl02808	RT_like superfamily	N	 - 
Q#3595 - >seq7594	superfamily	417494	17	134	7.7732e-62	188.47	cl14782	RNase_H_like superfamily	 - 	 - 
Q#3596 - >seq7595	superfamily	411153	4	55	6.14939e-05	39.8536	cl41295	transpos_IS3 superfamily	N	 - 
Q#3597 - >seq7596	superfamily	413489	3	85	5.50727e-28	100748	cl02808	RT_like superfamily	N	 - 
Q#3598 - >seq7597	superfamily	407769	25	109	2.71107e-27	96405	cl39038	RT_RNaseH_2 superfamily	 - 	 - 
Q#3599 - >seq7598	superfamily	412115	4	42	4.84529e-07	45.3208	cl00019	Macro_SF superfamily	N	 - 
Q#3606 - >seq7605	superfamily	394802	48	135	7.65379e-21	85.5071	cl40432	SET superfamily	N	 - 
Q#3616 - >seq7615	superfamily	413489	426	607	1.45e-82	267924	cl02808	RT_like superfamily	 - 	 - 
Q#3616 - >seq7615	superfamily	417494	701	820	3.60914e-59	198871	cl14782	RNase_H_like superfamily	 - 	 - 
Q#3616 - >seq7615	superfamily	407771	1043	1097	1.53131e-16	74991	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3616 - >seq7615	superfamily	411202	1087	1266	3.5249e-10	62.6084	cl41329	transpos_IS481 superfamily	N	 - 
Q#3616 - >seq7615	superfamily	416259	86	165	0.000770701	40.0124	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#3624 - >seq7623	superfamily	419734	62	187	2.54643e-13	64.2071	cl21562	DDE_Tnp_4 superfamily	C	 - 
Q#3626 - >seq7625	superfamily	417494	21	137	1.88024e-50	169596	cl14782	RNase_H_like superfamily	 - 	 - 
Q#3626 - >seq7625	superfamily	411202	273	382	3.26426e-17	82.2535	cl41329	transpos_IS481 superfamily	N	 - 
Q#3626 - >seq7625	superfamily	407771	199	255	2.54378e-13	64.5906	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3629 - >seq7628	superfamily	224117	3	78	3.83012e-05	46246	cl34174	Smc superfamily	NC	 - 
Q#3630 - >seq7629	superfamily	413489	510	689	6.81561e-81	263302	cl02808	RT_like superfamily	 - 	 - 
Q#3630 - >seq7629	superfamily	417494	783	902	5.84771e-60	201182	cl14782	RNase_H_like superfamily	 - 	 - 
Q#3630 - >seq7629	superfamily	407771	1152	1207	6.41296e-16	73065	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3630 - >seq7629	superfamily	411202	1148	1332	3.34366e-08	56.4452	cl41329	transpos_IS481 superfamily	 - 	 - 
Q#3633 - >seq7632	superfamily	413489	2	181	2.31679e-81	261376	cl02808	RT_like superfamily	 - 	 - 
Q#3633 - >seq7632	superfamily	417494	275	394	2.84336e-58	195404	cl14782	RNase_H_like superfamily	 - 	 - 
Q#3633 - >seq7632	superfamily	407771	656	713	1.53936e-14	68.8278	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3633 - >seq7632	superfamily	411202	699	838	1.72269e-12	69.1567	cl41329	transpos_IS481 superfamily	N	 - 
Q#3638 - >seq7637	superfamily	224117	3	78	0.000121733	44.32	cl34174	Smc superfamily	NC	 - 
Q#3640 - >seq7639	superfamily	417494	198	317	3,175E-57	200412	cl14782	RNase_H_like superfamily	 - 	 - 
Q#3640 - >seq7639	superfamily	413489	1	104	1.72118e-45	161224	cl02808	RT_like superfamily	N	 - 
Q#3640 - >seq7639	superfamily	407771	567	622	5.7021e-16	72.6798	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3640 - >seq7639	superfamily	411202	563	747	1.18941e-08	57.2156	cl41329	transpos_IS481 superfamily	 - 	 - 
Q#3650 - >seq7649	superfamily	185594	11	181	0.00047513	40.0584	cl33180	PTZ00395 superfamily	C	 - 
Q#3652 - >seq7651	superfamily	197667	114	129	0.000338851	36.2672	cl33244	ZnF_C2HC superfamily	 - 	 - 
Q#3652 - >seq7651	superfamily	173561	61	139	0.00367516	36.3233	cl31762	PTZ00368 superfamily	C	 - 
Q#3653 - >seq7652	superfamily	413489	461	642	1.71958e-81	264843	cl02808	RT_like superfamily	 - 	 - 
Q#3653 - >seq7652	superfamily	417494	736	855	9.46968e-59	197715	cl14782	RNase_H_like superfamily	 - 	 - 
Q#3653 - >seq7652	superfamily	407771	1086	1143	4.15322e-15	70.7538	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3653 - >seq7652	superfamily	411202	1129	1298	9.2458e-13	70.3123	cl41329	transpos_IS481 superfamily	N	 - 
Q#3662 - >seq7661	superfamily	398081	113	173	1,053E-10	62.4399	cl04457	Transp_Tc5_C superfamily	 - 	 - 
Q#3662 - >seq7661	superfamily	419726	2	57	0.000785746	38.1402	cl21549	rve superfamily	NC	 - 
Q#3676 - >seq7675	superfamily	419734	24	174	6.36516e-29	106579	cl21562	DDE_Tnp_4 superfamily	 - 	 - 
Q#3681 - >seq7680	superfamily	391808	62	174	1.4447e-07	50.8055	cl28058	DNA_pol_B_2 superfamily	C	 - 
Q#3681 - >seq7680	superfamily	397205	4	53	7.14491e-05	40.1566	cl40835	Endonuclease_7 superfamily	C	 - 
Q#3682 - >seq7681	superfamily	391808	13	163	0.000591902	41.9459	cl28058	DNA_pol_B_2 superfamily	N	 - 
Q#3689 - >seq7688	superfamily	407771	222	261	1.18024e-12	62.6646	cl39036	Integrase_H2C2 superfamily	N	 - 
Q#3689 - >seq7688	superfamily	419726	279	376	2.45236e-09	54.6392	cl21549	rve superfamily	 - 	 - 
Q#3700 - >seq7699	superfamily	413489	286	466	1.01519e-80	260605	cl02808	RT_like superfamily	 - 	 - 
Q#3700 - >seq7699	superfamily	417494	561	679	3.72423e-58	195404	cl14782	RNase_H_like superfamily	 - 	 - 
Q#3701 - >seq7700	superfamily	411202	19	160	7.27182e-09	54.5192	cl41329	transpos_IS481 superfamily	N	 - 
Q#3707 - >seq7706	superfamily	413489	238	283	1.33228e-06	48.0562	cl02808	RT_like superfamily	C	 - 
Q#3708 - >seq7707	superfamily	413489	5	185	7.94304e-26	103.14	cl02808	RT_like superfamily	N	 - 
Q#3726 - >seq7725	superfamily	413489	5	185	9.99205e-85	263302	cl02808	RT_like superfamily	 - 	 - 
Q#3726 - >seq7725	superfamily	417494	281	398	6.06511e-60	196174	cl14782	RNase_H_like superfamily	 - 	 - 
Q#3727 - >seq7726	superfamily	407771	91	143	5.05694e-18	75.3762	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3727 - >seq7726	superfamily	419726	162	250	1.00624e-09	54254	cl21549	rve superfamily	 - 	 - 
Q#3744 - >seq7743	superfamily	412459	36	68	0.00895659	35.2938	cl00585	RNA_binding superfamily	C	 - 
Q#3745 - >seq7744	superfamily	413489	426	607	2.14685e-82	267539	cl02808	RT_like superfamily	 - 	 - 
Q#3745 - >seq7744	superfamily	417494	701	820	3.82525e-59	198871	cl14782	RNase_H_like superfamily	 - 	 - 
Q#3745 - >seq7744	superfamily	407771	1043	1097	1.62358e-16	74.6058	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3745 - >seq7744	superfamily	411202	1087	1266	7.63808e-09	58.3712	cl41329	transpos_IS481 superfamily	N	 - 
Q#3745 - >seq7744	superfamily	416259	86	165	0.000875036	39.6272	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#3753 - >seq7752	superfamily	173561	306	441	3.74191e-11	60976	cl31762	PTZ00368 superfamily	 - 	 - 
Q#3756 - >seq7755	superfamily	413489	285	466	3.96281e-79	257909	cl02808	RT_like superfamily	 - 	 - 
Q#3756 - >seq7755	superfamily	417494	560	679	1.45285e-60	202723	cl14782	RNase_H_like superfamily	 - 	 - 
Q#3756 - >seq7755	superfamily	407771	996	1053	5.24103e-18	78843	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3756 - >seq7755	superfamily	411202	1051	1222	1.37429e-13	72.6235	cl41329	transpos_IS481 superfamily	N	 - 
Q#3758 - >seq7757	superfamily	395449	23	138	1,337E-09	61.9929	cl26991	TUDOR superfamily	 - 	 - 
Q#3764 - >seq7763	superfamily	275316	29	115	6.11036e-06	48478	cl37461	Mplasa_alph_rch superfamily	NC	 - 
Q#3764 - >seq7763	superfamily	173561	329	425	0.000211044	41.3309	cl31762	PTZ00368 superfamily	 - 	 - 
Q#3764 - >seq7763	superfamily	224117	29	280	0.00115497	41.6236	cl34174	Smc superfamily	N	 - 
Q#3765 - >seq7764	superfamily	413489	461	642	1.95232e-81	264843	cl02808	RT_like superfamily	 - 	 - 
Q#3765 - >seq7764	superfamily	417494	736	855	9.93988e-59	197715	cl14782	RNase_H_like superfamily	 - 	 - 
Q#3765 - >seq7764	superfamily	407771	1086	1143	3.95547e-15	70.7538	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3765 - >seq7764	superfamily	411202	1129	1298	9.33168e-13	70.3123	cl41329	transpos_IS481 superfamily	N	 - 
Q#3769 - >seq7768	superfamily	399290	5	97	2.48093e-33	111515	cl05607	Med22 superfamily	 - 	 - 
Q#3775 - >seq7774	superfamily	413489	426	607	1.64726e-82	267539	cl02808	RT_like superfamily	 - 	 - 
Q#3775 - >seq7774	superfamily	417494	701	820	3.47189e-59	198871	cl14782	RNase_H_like superfamily	 - 	 - 
Q#3775 - >seq7774	superfamily	407771	1043	1097	1.63949e-16	74.6058	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3775 - >seq7774	superfamily	411202	1087	1266	3.5249e-10	62.6084	cl41329	transpos_IS481 superfamily	N	 - 
Q#3775 - >seq7774	superfamily	416259	86	165	0.000801405	40.0124	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#3783 - >seq7782	superfamily	416299	19	108	0.00231429	38.0818	cl11493	PQQ_DH_like superfamily	C	 - 
Q#3784 - >seq7783	superfamily	404411	24	82	0.000508181	38.7541	cl21563	VCBS superfamily	 - 	 - 
Q#3784 - >seq7783	superfamily	411409	306	497	0.00260897	41.2209	cl41464	PspC_relate_1 superfamily	C	 - 
Q#3785 - >seq7784	superfamily	405435	74	205	2.76147e-43	142696	cl21749	PaaSYMP superfamily	C	 - 
Q#3790 - >seq7789	superfamily	224117	3	78	0.0001146	44.7052	cl34174	Smc superfamily	NC	 - 
Q#3791 - >seq7790	superfamily	413489	510	689	9.48599e-81	262917	cl02808	RT_like superfamily	 - 	 - 
Q#3791 - >seq7790	superfamily	417494	783	902	2.01884e-57	193863	cl14782	RNase_H_like superfamily	 - 	 - 
Q#3791 - >seq7790	superfamily	407771	1152	1207	7.27991e-16	73065	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3791 - >seq7790	superfamily	411202	1148	1368	1.11417e-08	57986	cl41329	transpos_IS481 superfamily	 - 	 - 
Q#3794 - >seq7793	superfamily	405048	70	167	5.81273e-08	53.3882	cl16778	DUF4371 superfamily	N	 - 
Q#3795 - >seq7794	superfamily	399013	28	84	4.35847e-05	38.7817	cl05324	Dimer_Tnp_hAT superfamily	N	 - 
Q#3800 - >seq7799	superfamily	275316	29	115	7.85399e-06	48478	cl37461	Mplasa_alph_rch superfamily	NC	 - 
Q#3800 - >seq7799	superfamily	173561	329	425	0.000113596	42.1013	cl31762	PTZ00368 superfamily	 - 	 - 
Q#3800 - >seq7799	superfamily	224117	29	280	0.00146911	41.2384	cl34174	Smc superfamily	N	 - 
Q#3801 - >seq7800	superfamily	413489	461	546	3.04555e-18	82.2581	cl02808	RT_like superfamily	C	 - 
Q#3801 - >seq7800	superfamily	416259	88	168	0.0078091	35.7752	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#3802 - >seq7801	superfamily	417494	207	326	1.22478e-58	195789	cl14782	RNase_H_like superfamily	 - 	 - 
Q#3802 - >seq7801	superfamily	413489	1	113	1.20474e-51	178558	cl02808	RT_like superfamily	N	 - 
Q#3802 - >seq7801	superfamily	407771	557	614	6.0493e-15	69.5982	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3802 - >seq7801	superfamily	411202	600	769	9.99381e-13	69.5419	cl41329	transpos_IS481 superfamily	N	 - 
Q#3810 - >seq7809	superfamily	413489	809	954	2.03954e-60	204846	cl02808	RT_like superfamily	C	 - 
Q#3810 - >seq7809	superfamily	281552	186	333	2.99899e-38	139503	cl04160	DUF1759 superfamily	 - 	 - 
Q#3810 - >seq7809	superfamily	416259	523	681	1.47362e-20	89.6027	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#3820 - >seq7819	superfamily	173561	304	441	1.3235e-13	67.9096	cl31762	PTZ00368 superfamily	C	 - 
Q#3821 - >seq7820	superfamily	413489	597	778	6.62148e-78	254827	cl02808	RT_like superfamily	 - 	 - 
Q#3821 - >seq7820	superfamily	417494	872	991	5.32901e-61	204264	cl14782	RNase_H_like superfamily	 - 	 - 
Q#3821 - >seq7820	superfamily	407771	1308	1365	2.53479e-18	79.9986	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3821 - >seq7820	superfamily	411202	1363	1534	4.05256e-13	71.4679	cl41329	transpos_IS481 superfamily	N	 - 
Q#3823 - >seq7822	superfamily	395449	23	138	1,337E-09	61.9929	cl26991	TUDOR superfamily	 - 	 - 
Q#3835 - >seq7834	superfamily	275316	29	115	7.85399e-06	48478	cl37461	Mplasa_alph_rch superfamily	NC	 - 
Q#3835 - >seq7834	superfamily	173561	329	425	0.000113596	42.1013	cl31762	PTZ00368 superfamily	 - 	 - 
Q#3835 - >seq7834	superfamily	224117	29	280	0.00146911	41.2384	cl34174	Smc superfamily	N	 - 
Q#3836 - >seq7835	superfamily	413489	461	554	4.46339e-31	118852	cl02808	RT_like superfamily	C	 - 
Q#3837 - >seq7836	superfamily	417494	176	295	1.10407e-58	195789	cl14782	RNase_H_like superfamily	 - 	 - 
Q#3837 - >seq7836	superfamily	413489	1	82	2.81388e-33	126171	cl02808	RT_like superfamily	N	 - 
Q#3837 - >seq7836	superfamily	407771	526	583	5.67203e-15	69.9834	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3837 - >seq7836	superfamily	411202	569	738	9.38858e-13	69.5419	cl41329	transpos_IS481 superfamily	N	 - 
Q#3844 - >seq7843	superfamily	419993	37	109	1.5456e-09	53.0457	cl23759	GT1 superfamily	 - 	 - 
Q#3852 - >seq7851	superfamily	404983	117	211	1.24933e-12	63.8236	cl16715	Helitron_like_N superfamily	C	 - 
Q#3853 - >seq7852	superfamily	404983	28	107	6.81476e-29	103499	cl16715	Helitron_like_N superfamily	N	 - 
Q#3857 - >seq7856	superfamily	413489	259	439	7.17325e-80	260.22	cl02808	RT_like superfamily	 - 	 - 
Q#3857 - >seq7856	superfamily	417494	534	652	1.1527e-59	200026	cl14782	RNase_H_like superfamily	 - 	 - 
Q#3857 - >seq7856	superfamily	407771	1027	1079	2.39202e-18	79.9986	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3857 - >seq7856	superfamily	419726	1098	1186	5.83553e-09	54.6392	cl21549	rve superfamily	 - 	 - 
Q#3857 - >seq7856	superfamily	234750	1251	1368	0.00327629	41.7359	cl29770	PRK00409 superfamily	N	 - 
Q#3862 - >seq7861	superfamily	421690	10	245	6.55886e-54	177178	cl28899	DEAD-like_helicase_N superfamily	 - 	 - 
Q#3867 - >seq7866	superfamily	407771	26	83	1.42026e-16	68.0574	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3875 - >seq7874	superfamily	413489	145	282	3.17049e-58	183951	cl02808	RT_like superfamily	C	 - 
Q#3876 - >seq7875	superfamily	417494	116	235	3.76058e-62	193478	cl14782	RNase_H_like superfamily	 - 	 - 
Q#3877 - >seq7876	superfamily	407771	231	273	8.05481e-10	53805	cl39036	Integrase_H2C2 superfamily	C	 - 
Q#3878 - >seq7877	superfamily	411202	1	172	2.61347e-15	73.0087	cl41329	transpos_IS481 superfamily	N	 - 
Q#3880 - >seq7879	superfamily	236839	26	74	0.00373908	36.0443	cl35987	PRK11086 superfamily	NC	 - 
Q#3881 - >seq7880	superfamily	395449	19	93	7.10337e-07	45.8145	cl26991	TUDOR superfamily	C	 - 
Q#3885 - >seq7884	superfamily	419726	10	98	9.04715e-10	54.6392	cl21549	rve superfamily	 - 	 - 
Q#3885 - >seq7884	superfamily	234750	163	280	0.00161009	39.8099	cl29770	PRK00409 superfamily	N	 - 
Q#3891 - >seq7890	superfamily	419993	27	111	1.01536e-15	69.9945	cl23759	GT1 superfamily	 - 	 - 
Q#3893 - >seq7892	superfamily	419734	76	231	5.43224e-41	138551	cl21562	DDE_Tnp_4 superfamily	 - 	 - 
Q#3898 - >seq7897	superfamily	407771	58	95	2.24246e-15	64.5906	cl39036	Integrase_H2C2 superfamily	N	 - 
Q#3902 - >seq7901	superfamily	419726	10	98	9.04715e-10	54.6392	cl21549	rve superfamily	 - 	 - 
Q#3902 - >seq7901	superfamily	234750	163	280	0.00161009	39.8099	cl29770	PRK00409 superfamily	N	 - 
Q#3908 - >seq7907	superfamily	419993	27	111	1.01536e-15	69.9945	cl23759	GT1 superfamily	 - 	 - 
Q#3911 - >seq7910	superfamily	419734	76	231	5.43224e-41	138551	cl21562	DDE_Tnp_4 superfamily	 - 	 - 
Q#3916 - >seq7915	superfamily	407771	58	95	2.24246e-15	64.5906	cl39036	Integrase_H2C2 superfamily	N	 - 
Q#3919 - >seq7918	superfamily	224117	3	78	0.000123851	44.32	cl34174	Smc superfamily	NC	 - 
Q#3920 - >seq7919	superfamily	413489	509	688	8.76382e-81	262917	cl02808	RT_like superfamily	 - 	 - 
Q#3920 - >seq7919	superfamily	417494	782	901	6.50106e-60	201182	cl14782	RNase_H_like superfamily	 - 	 - 
Q#3920 - >seq7919	superfamily	407771	1151	1206	6.16344e-16	73065	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3920 - >seq7919	superfamily	411202	1147	1331	3.34115e-08	56.4452	cl41329	transpos_IS481 superfamily	 - 	 - 
Q#3924 - >seq7923	superfamily	417494	129	288	1.06865e-39	135674	cl14782	RNase_H_like superfamily	 - 	 - 
Q#3925 - >seq7924	superfamily	224117	3	78	0.000123851	44.32	cl34174	Smc superfamily	NC	 - 
Q#3926 - >seq7925	superfamily	413489	509	688	8.76382e-81	262917	cl02808	RT_like superfamily	 - 	 - 
Q#3926 - >seq7925	superfamily	417494	782	901	6.50106e-60	201182	cl14782	RNase_H_like superfamily	 - 	 - 
Q#3926 - >seq7925	superfamily	407771	1151	1206	6.16344e-16	73065	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3926 - >seq7925	superfamily	411202	1147	1331	3.34115e-08	56.4452	cl41329	transpos_IS481 superfamily	 - 	 - 
Q#3930 - >seq7929	superfamily	417494	129	288	1.06865e-39	135674	cl14782	RNase_H_like superfamily	 - 	 - 
Q#3935 - >seq7934	superfamily	413489	343	523	3.23937e-83	257139	cl02808	RT_like superfamily	 - 	 - 
Q#3935 - >seq7934	superfamily	416259	42	116	0.00916493	35.7752	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#3936 - >seq7935	superfamily	417494	33	152	8.96978e-61	195789	cl14782	RNase_H_like superfamily	 - 	 - 
Q#3936 - >seq7935	superfamily	407771	392	449	4.09774e-16	72.2946	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3950 - >seq7949	superfamily	419734	1	64	3.15565e-08	48.7991	cl21562	DDE_Tnp_4 superfamily	N	 - 
Q#3956 - >seq7955	superfamily	413489	288	378	1.43225e-30	115.77	cl02808	RT_like superfamily	C	 - 
Q#3956 - >seq7955	superfamily	416259	1	76	0.00155563	37316	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#3957 - >seq7956	superfamily	413489	1	82	2.1041e-35	122704	cl02808	RT_like superfamily	N	 - 
Q#3957 - >seq7956	superfamily	407769	145	202	2.12083e-21	84.0786	cl39038	RT_RNaseH_2 superfamily	C	 - 
Q#3958 - >seq7957	superfamily	417494	1	74	2.60176e-38	127609	cl14782	RNase_H_like superfamily	N	 - 
Q#3959 - >seq7958	superfamily	407771	92	151	3.8635e-16	72.2946	cl39036	Integrase_H2C2 superfamily	 - 	 - 
