order,family,specie,sequence,class/family,begin,end
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230076.1:2903-12903,LTR/Gypsy,2610,3891
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230076.1:2903-12903,Simple_repeat,5053,5133
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230076.1:2903-12903,Simple_repeat,8026,8049
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230076.1:2903-12903,Simple_repeat,8417,8451
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230076.1:2903-12903,Simple_repeat,9099,9140
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230076.1:3224-13224,LTR/Gypsy,744,802
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230076.1:3224-13224,LTR/Gypsy,921,1095
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230076.1:3224-13224,LTR/Gypsy,2289,3570
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230076.1:3224-13224,Simple_repeat,4732,4812
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230076.1:3224-13224,Simple_repeat,7705,7728
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230076.1:3224-13224,Simple_repeat,8096,8130
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230076.1:3224-13224,Simple_repeat,8778,8819
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230098.1:75561-85561,Simple_repeat,2720,2755
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230098.1:75561-85561,Simple_repeat,3215,3289
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230098.1:75561-85561,LTR/Gypsy,5811,7092
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230098.1:75561-85561,Low_complexity,7654,7721
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230098.1:75561-85561,Low_complexity,8332,8391
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230098.1:86947-96947,Simple_repeat,372,437
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230098.1:86947-96947,Simple_repeat,1064,1100
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230098.1:86947-96947,Simple_repeat,1539,1613
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230098.1:86947-96947,Simple_repeat,2586,2646
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230098.1:86947-96947,LTR/Gypsy,3745,4979
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230098.1:86947-96947,LTR/Gypsy,5538,5918
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230098.1:86947-96947,LTR/Gypsy,6373,6615
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230104.1:0-4146,Simple_repeat,1837,1881
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230104.1:0-4146,Simple_repeat,2490,2564
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230104.1:0-4146,Low_complexity,3004,3040
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230104.1:0-4146,Simple_repeat,3081,3102
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230104.1:0-4146,Simple_repeat,3664,3727
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230104.1:5484-14346,Simple_repeat,532,634
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230104.1:5484-14346,Simple_repeat,1575,1634
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230104.1:5484-14346,Simple_repeat,2242,2309
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230104.1:5484-14346,LTR/Gypsy,2878,4155
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230104.1:5484-14346,LTR/Gypsy,4679,4797
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230104.1:5484-14346,Simple_repeat,6707,6780
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230119.1:0-3859,LTR/Gypsy,33,1254
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230119.1:0-3859,LTR/Gypsy,2737,2795
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230119.1:5320-15320,Low_complexity,1016,1053
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230119.1:5320-15320,Simple_repeat,1701,1742
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230119.1:5320-15320,Simple_repeat,2744,2767
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230119.1:5320-15320,LINE/R1,4138,4222
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230119.1:5320-15320,Low_complexity,9594,9642
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230119.1:5320-15320,Low_complexity,9730,9778
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230119.1:5320-15320,Low_complexity,9942,9987
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230121.1:18655-26579,DNA/TcMar-Tc1,3138,3189
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230121.1:18655-26579,Simple_repeat,3370,3389
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230121.1:18655-26579,Simple_repeat,3458,3490
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230121.1:18655-26579,Simple_repeat,3561,3598
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230121.1:18655-26579,LTR/Gypsy,7055,7773
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230121.1:18655-26579,LTR/Gypsy,7877,7918
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230121.1:7935-17935,LTR/Gypsy,969,1685
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230121.1:7935-17935,LTR/Gypsy,6062,7338
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230125.1:5299-15299,Simple_repeat,234,261
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230125.1:5299-15299,Simple_repeat,1929,1945
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230125.1:5299-15299,Simple_repeat,2675,2716
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230125.1:5299-15299,Simple_repeat,6817,6875
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230140.1:66715-76715,Simple_repeat,24,76
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230140.1:66715-76715,Simple_repeat,565,642
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230140.1:66715-76715,Low_complexity,713,748
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230140.1:66715-76715,Simple_repeat,1869,1941
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230140.1:66715-76715,LTR/Gypsy,5737,7018
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230140.1:78173-88173,Simple_repeat,585,633
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230140.1:78173-88173,Simple_repeat,659,723
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230140.1:78173-88173,Simple_repeat,764,792
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230140.1:78173-88173,Simple_repeat,1771,1843
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230140.1:78173-88173,Simple_repeat,2306,2358
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230140.1:78173-88173,Low_complexity,2515,2538
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230140.1:78173-88173,Simple_repeat,2539,2572
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230140.1:78173-88173,Low_complexity,2573,2608
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230140.1:78173-88173,Low_complexity,3286,3357
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230140.1:78173-88173,Simple_repeat,3571,3635
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230140.1:78173-88173,Simple_repeat,5349,5386
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230140.1:78173-88173,Simple_repeat,6703,6752
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230140.1:78173-88173,Simple_repeat,9625,9666
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230144.1:2156-12156,LTR/Gypsy,744,802
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230144.1:2156-12156,LTR/Gypsy,921,1095
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230144.1:2156-12156,LTR/Gypsy,2323,3571
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230144.1:2156-12156,Simple_repeat,4733,4813
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230144.1:2156-12156,Simple_repeat,7722,7745
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230144.1:2156-12156,Simple_repeat,8766,8807
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230144.1:2156-12156,Simple_repeat,9471,9499
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230150.1:0-2196,Low_complexity,528,598
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230150.1:0-2196,Simple_repeat,1384,1415
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230150.1:0-2196,Simple_repeat,1581,1609
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230150.1:0-2196,Simple_repeat,1650,1714
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230150.1:2922-12922,LTR/Gypsy,2658,3939
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230150.1:2922-12922,Simple_repeat,9541,9605
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230159.1:19374-29374,Low_complexity,1783,1816
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230159.1:19374-29374,Simple_repeat,1855,1909
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230159.1:19374-29374,Simple_repeat,2728,2811
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230159.1:19374-29374,Simple_repeat,3284,3358
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230159.1:19374-29374,LTR/Gypsy,5275,5393
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230159.1:19374-29374,LTR/Gypsy,5917,7193
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230159.1:19374-29374,Low_complexity,7770,7836
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230159.1:30058-40058,Low_complexity,808,863
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230159.1:30058-40058,Simple_repeat,1161,1217
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230159.1:30058-40058,Simple_repeat,1777,1797
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230159.1:30058-40058,Simple_repeat,1838,1874
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230159.1:30058-40058,Simple_repeat,2314,2388
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230159.1:30058-40058,Simple_repeat,2997,3042
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230159.1:30058-40058,Low_complexity,4938,4988
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230159.1:30058-40058,Simple_repeat,5198,5245
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230159.1:30058-40058,Simple_repeat,6668,6737
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230159.1:30058-40058,Simple_repeat,7549,7577
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230163.1:295359-305359,LTR/Pao,834,1059
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230163.1:295359-305359,LTR/Pao,1780,2541
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230163.1:295359-305359,Simple_repeat,5427,5452
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230163.1:295359-305359,Simple_repeat,7190,7215
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230163.1:295359-305359,Simple_repeat,7593,7623
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230163.1:295359-305359,Simple_repeat,8273,8314
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230163.1:295359-305359,Simple_repeat,8850,8875
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230163.1:295359-305359,Simple_repeat,8955,9021
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230163.1:295359-305359,Simple_repeat,9962,9985
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230163.1:296412-306412,LTR/Pao,727,1488
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230163.1:296412-306412,Simple_repeat,4374,4399
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230163.1:296412-306412,Simple_repeat,6137,6162
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230163.1:296412-306412,Simple_repeat,6540,6570
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230163.1:296412-306412,Simple_repeat,7220,7261
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230163.1:296412-306412,Simple_repeat,7797,7822
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230163.1:296412-306412,Simple_repeat,7902,7968
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230163.1:296412-306412,Simple_repeat,8909,8932
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230163.1:306820-313191,LTR/Gypsy,1064,1122
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230163.1:306820-313191,LTR/Gypsy,1241,1415
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230163.1:306820-313191,LTR/Gypsy,2610,3887
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230163.1:306820-313191,Simple_repeat,5043,5123
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230163.1:307141-313191,LTR/Gypsy,743,801
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230163.1:307141-313191,LTR/Gypsy,920,1094
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230163.1:307141-313191,LTR/Gypsy,2289,3566
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230163.1:307141-313191,Simple_repeat,4722,4802
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230163.1:76063-86063,Simple_repeat,3046,3068
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230163.1:76063-86063,LTR/Gypsy,7496,7711
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230163.1:76063-86063,LTR/Gypsy,8906,9080
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230163.1:76063-86063,LTR/Gypsy,9199,9257
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230163.1:86792-96792,Simple_repeat,2175,2224
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230163.1:86792-96792,Simple_repeat,2758,2799
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230163.1:86792-96792,Simple_repeat,3867,3918
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230163.1:86792-96792,Simple_repeat,4383,4424
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230163.1:86792-96792,Low_complexity,5423,5465
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230163.1:86792-96792,Simple_repeat,5979,6009
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230163.1:86792-96792,Simple_repeat,6216,6246
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230163.1:86792-96792,Simple_repeat,8586,8616
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230166.1:255574-265574,Simple_repeat,630,667
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230166.1:255574-265574,Simple_repeat,1407,1425
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230166.1:255574-265574,Simple_repeat,3124,3151
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230166.1:255574-265574,Simple_repeat,5570,5607
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230166.1:255574-265574,Simple_repeat,7967,8003
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230166.1:255574-265574,Simple_repeat,8572,8615
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230166.1:255574-265574,Simple_repeat,9192,9219
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230166.1:267092-277092,LTR/Gypsy,3878,5174
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230166.1:267092-277092,Simple_repeat,8457,8505
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230166.1:267092-277092,Simple_repeat,9839,9876
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230176.1:13962-23962,LTR/Gypsy,986,1044
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230176.1:13962-23962,LTR/Gypsy,1163,1337
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230176.1:13962-23962,LTR/Gypsy,2532,3813
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230176.1:13962-23962,Simple_repeat,4974,5054
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230176.1:13962-23962,Simple_repeat,7965,7988
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230176.1:13962-23962,Simple_repeat,8754,8784
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230176.1:13962-23962,Simple_repeat,9452,9493
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230176.1:14277-24277,LTR/Gypsy,671,729
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230176.1:14277-24277,LTR/Gypsy,848,1022
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230176.1:14277-24277,LTR/Gypsy,2217,3498
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230176.1:14277-24277,Simple_repeat,4659,4739
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230176.1:14277-24277,Simple_repeat,7650,7673
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230176.1:14277-24277,Simple_repeat,8439,8469
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230176.1:14277-24277,Simple_repeat,9137,9178
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230176.1:2816-12816,Low_complexity,3308,3394
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230176.1:2816-12816,Simple_repeat,4739,4779
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230176.1:2816-12816,Simple_repeat,4790,4843
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230176.1:2816-12816,Simple_repeat,6683,6706
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230176.1:2816-12816,Simple_repeat,7472,7502
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230176.1:2816-12816,Simple_repeat,8170,8211
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230176.1:3017-13017,Low_complexity,3107,3193
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230176.1:3017-13017,Simple_repeat,4538,4578
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230176.1:3017-13017,Simple_repeat,4589,4642
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230176.1:3017-13017,Simple_repeat,6482,6505
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230176.1:3017-13017,Simple_repeat,7271,7301
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230176.1:3017-13017,Simple_repeat,7969,8010
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230194.1:208096-218096,Simple_repeat,5014,5030
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230194.1:208096-218096,Simple_repeat,5373,5406
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230194.1:208096-218096,LTR/Gypsy,6391,7576
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230194.1:208096-218096,Simple_repeat,7808,7843
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230194.1:218822-228822,Simple_repeat,2383,2442
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230194.1:218822-228822,DNA/MULE-NOF,4108,4212
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230194.1:218822-228822,Simple_repeat,4599,4732
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230194.1:218822-228822,Simple_repeat,8085,8150
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230195.1:63437-73437,Simple_repeat,3116,3160
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230195.1:63437-73437,Simple_repeat,5499,5565
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230195.1:74163-84163,LTR/Gypsy,1488,2726
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230195.1:74163-84163,Simple_repeat,6707,6745
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230195.1:74163-84163,Simple_repeat,7709,7747
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230200.1:224131-234131,Simple_repeat,906,942
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230200.1:224131-234131,Simple_repeat,2434,2506
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230200.1:224131-234131,Simple_repeat,3943,3979
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230200.1:224131-234131,Simple_repeat,4082,4107
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230200.1:224131-234131,Simple_repeat,6718,6726
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230200.1:224131-234131,Simple_repeat,6727,6768
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230200.1:224131-234131,Simple_repeat,9197,9224
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230206.1:201875-211875,Simple_repeat,257,265
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230206.1:201875-211875,Simple_repeat,266,307
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230206.1:201875-211875,Simple_repeat,1037,1053
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230206.1:201875-211875,LTR/Gypsy,6531,7933
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230212.1:137265-147265,Simple_repeat,3272,3343
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230212.1:137265-147265,Simple_repeat,3903,3934
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230212.1:137265-147265,Simple_repeat,4121,4183
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230212.1:137265-147265,Simple_repeat,5225,5288
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230212.1:137265-147265,Simple_repeat,5359,5407
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230212.1:137265-147265,Simple_repeat,5473,5492
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230212.1:137265-147265,DNA/TcMar-Tc1,5686,5724
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230212.1:137265-147265,Simple_repeat,8877,8900
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230212.1:147994-151580,LTR/Gypsy,753,811
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230212.1:147994-151580,LTR/Gypsy,930,1104
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230212.1:147994-151580,LTR/Gypsy,2294,3577
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230224.1:11469-18143,LTR/Gypsy,1065,1123
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230224.1:11469-18143,LTR/Gypsy,1242,1514
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230224.1:11469-18143,LTR/Gypsy,2611,3891
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230224.1:11469-18143,Simple_repeat,5052,5135
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230224.1:8-10008,Low_complexity,240,272
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230224.1:8-10008,Low_complexity,824,894
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230224.1:8-10008,Simple_repeat,7225,7248
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230224.1:8-10008,Simple_repeat,8273,8314
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230224.1:8-10008,Simple_repeat,8850,8875
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230224.1:8-10008,Simple_repeat,8938,9006
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230224.1:8-10008,Simple_repeat,9960,9985
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230229.1:170047-180047,Simple_repeat,2770,2819
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230229.1:170047-180047,Simple_repeat,3659,3689
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230229.1:170047-180047,Simple_repeat,4356,4397
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230229.1:170047-180047,Simple_repeat,4930,4949
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230229.1:170047-180047,Simple_repeat,5019,5045
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230229.1:170047-180047,Simple_repeat,5046,5077
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230229.1:170047-180047,DNA/TcMar-Tc1,7432,7470
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230229.1:170047-180047,Simple_repeat,7664,7683
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230229.1:170047-180047,Simple_repeat,7752,7838
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230229.1:170047-180047,Simple_repeat,7905,7940
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230229.1:170047-180047,Simple_repeat,8969,9304
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230229.1:181529-186793,LTR/Gypsy,1065,1123
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230229.1:181529-186793,LTR/Gypsy,1242,1416
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230229.1:181529-186793,LTR/Gypsy,2611,3891
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230234.1:0-5003,Simple_repeat,49,99
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230234.1:0-5003,Simple_repeat,2175,2198
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230234.1:0-5003,Simple_repeat,3222,3263
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230234.1:6464-16464,LTR/Gypsy,1242,1416
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230234.1:6464-16464,LTR/Gypsy,2611,3831
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230234.1:6464-16464,Simple_repeat,4640,4663
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230234.1:6464-16464,Simple_repeat,5371,5400
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230234.1:6464-16464,Simple_repeat,6048,6089
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230234.1:6464-16464,Simple_repeat,6392,6433
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230234.1:6464-16464,Simple_repeat,7634,7671
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230243.1:163996-173996,Simple_repeat,2653,2685
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230243.1:163996-173996,Simple_repeat,3188,3262
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230243.1:163996-173996,Low_complexity,5579,5626
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230243.1:163996-173996,LTR/Gypsy,5844,7084
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230243.1:163996-173996,Low_complexity,7683,7750
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230243.1:163996-173996,Low_complexity,8359,8420
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230243.1:175334-185334,Low_complexity,65,120
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230243.1:175334-185334,Low_complexity,3567,3612
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230243.1:175334-185334,Simple_repeat,8872,8946
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230253.1:81073-91073,Simple_repeat,732,749
Hymenoptera,Formicidae,Harpegnathos saltator,NW_020230253.1:81073-91073,Simple_repeat,5573,5616
