NCBI-Access,Taxonomy-Access,Organism,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species
XP_034195043.1,473952,Osmia lignaria,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Megachilidae,Osmia,unknown
XP_034299620.1,29159,Crassostrea gigas,Eukaryota,Metazoa,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea,unknown
XP_034300160.1,29159,Crassostrea gigas,Eukaryota,Metazoa,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea,unknown
XP_034300592.1,29159,Crassostrea gigas,Eukaryota,Metazoa,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea,unknown
XP_034302300.1,29159,Crassostrea gigas,Eukaryota,Metazoa,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea,unknown
XP_034305395.1,29159,Crassostrea gigas,Eukaryota,Metazoa,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea,unknown
XP_034316337.1,29159,Crassostrea gigas,Eukaryota,Metazoa,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea,unknown
XP_034317180.1,29159,Crassostrea gigas,Eukaryota,Metazoa,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea,unknown
XP_034324875.1,29159,Crassostrea gigas,Eukaryota,Metazoa,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea,unknown
XP_034330427.1,29159,Crassostrea gigas,Eukaryota,Metazoa,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea,unknown
XP_034337952.1,29159,Crassostrea gigas,Eukaryota,Metazoa,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea,unknown
XP_034337994.1,29159,Crassostrea gigas,Eukaryota,Metazoa,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea,unknown
XP_034946221.1,460826,Chelonus insularis,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Braconidae,Chelonus,unknown
XP_035448277.1,7108,Spodoptera frugiperda,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Spodoptera,unknown
XP_035449065.1,7108,Spodoptera frugiperda,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Spodoptera,unknown
XP_035457894.1,7108,Spodoptera frugiperda,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Spodoptera,unknown
XP_035457895.1,7108,Spodoptera frugiperda,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Spodoptera,unknown
XP_035742648.1,7446,Vespa mandarinia,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,unknown
XP_035891812.1,30069,Anopheles stephensi,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,unknown
XP_035911127.1,30069,Anopheles stephensi,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,unknown
XP_035917796.1,30069,Anopheles stephensi,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,unknown
XP_036138366.1,307658,Monomorium pharaonis,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Monomorium,unknown
XP_036141074.1,307658,Monomorium pharaonis,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Monomorium,unknown
XP_036143376.1,307658,Monomorium pharaonis,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Monomorium,unknown
XP_036144489.1,307658,Monomorium pharaonis,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Monomorium,unknown
XP_036148938.1,307658,Monomorium pharaonis,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Monomorium,unknown
XP_036150994.1,307658,Monomorium pharaonis,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Monomorium,unknown
XP_039279776.1,108931,Nilaparvata lugens,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Delphacidae,Nilaparvata,unknown
XP_039280450.1,108931,Nilaparvata lugens,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Delphacidae,Nilaparvata,unknown
XP_039303545.1,13686,Solenopsis invicta,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,unknown
XP_039304843.1,13686,Solenopsis invicta,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,unknown
XP_039306748.1,13686,Solenopsis invicta,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,unknown
XP_039307478.1,13686,Solenopsis invicta,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,unknown
XP_039308450.1,13686,Solenopsis invicta,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,unknown
XP_039308855.1,13686,Solenopsis invicta,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,unknown
XP_039313805.1,13686,Solenopsis invicta,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,unknown
XP_039314959.1,13686,Solenopsis invicta,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,unknown
XP_039315264.1,13686,Solenopsis invicta,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,unknown
XP_039315268.1,13686,Solenopsis invicta,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,unknown
XP_039315382.1,13686,Solenopsis invicta,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,unknown
XP_039315388.1,13686,Solenopsis invicta,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,unknown
XP_039315420.1,13686,Solenopsis invicta,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,unknown
XP_039315421.1,13686,Solenopsis invicta,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,unknown
XP_039315424.1,13686,Solenopsis invicta,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,unknown
XP_039315426.1,13686,Solenopsis invicta,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,unknown
XP_039315487.1,13686,Solenopsis invicta,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,unknown
XP_039430813.1,42434,Culex pipiens pallens,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Culex,Culex pipiens
XP_039450573.1,42434,Culex pipiens pallens,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Culex,Culex pipiens
